year_harvest	NUMD	IRR	ETP_1	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_7	ETP_8	ETP_9	PR_1	PR_2	PR_3	PR_4	PR_5	PR_6	PR_7	PR_8	PR_9	RV_1	RV_2	RV_3	RV_4	RV_5	RV_6	RV_7	RV_8	RV_9	SeqPR_1	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_7	SeqPR_8	SeqPR_9	Tn_1	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_7	Tn_8	Tn_9	Tx_1	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_7	Tx_8	Tx_9
5	48	2	0.455954	0.593095	1.23717	1.8772	2.71309	3.11682	3.66999	2.48331	1.43601	1.19075	1.47147	3.13044	1.48816	1.8655	3.08865	0.907923	3.72881	1.1565	50.3762	87.7325	104.722	143.089	191.804	196.871	228.686	147.036	115.308	0.356969	0.410714	0.534693	0.494969	0.315581	0.492138	0.116859	0.691418	0.453145	-4.78325	-4.58461	2.89482	5.98374	8.45593	12.4977	13.5149	12.9091	11.3028	0.355258	2.54664	10.1404	13.3832	16.2669	19.3581	23.1562	19.5185	18.1964
6	48	2	0.274221	0.528442	0.926125	1.78567	2.50681	3.4713	4.44883	3.47454	1.94806	0.556877	2.42336	2.2806	2.72311	1.42709	1.43777	0.458756	1.08261	2.28111	53.974	52.2948	82.0751	138.609	174.769	219.696	268.569	203.289	141.715	0.201461	0.524398	0.498174	0.51761	0.339014	0.225786	0.168898	0.224893	0.399057	-1.85499	2.93282	3.02402	5.19383	9.82276	11.67	14.6905	13.0916	12.6435	2.67053	7.76878	8.44411	13.745	18.6432	21.3496	25.9419	24.1944	22.5276
11	48	2	0.411289	0.583631	1.04916	2.01366	2.42444	2.93844	4.12819	3.00981	1.57986	1.20616	1.4468	2.332	1.34008	2.70386	2.39574	0.533114	1.66299	2.43219	39.1891	64.5646	96.9195	154.093	171.605	194.926	244.167	192.201	116.061	0.344796	0.555256	0.60773	0.334591	0.547778	0.5	0.255326	0.45496	0.501258	2.37986	-0.44224	4.05681	5.82952	9.24163	11.2068	15.0902	13.7897	11.833	7.87471	5.2962	9.99531	13.6421	17.512	19.0651	25.2173	22.9543	20.2667
12	48	2	0.353823	0.607857	1.01153	1.52905	3.07769	3.35916	3.67105	2.77933	2.66614	2.42539	4.52467	2.18158	2.24128	0.915523	2.97634	1.32374	2.28515	1.11531	37.6761	51.1188	98.6644	124.72	218.071	210.675	227.076	187.909	167.933	0.599513	0.787736	0.517346	0.598742	0.321363	0.474528	0.335362	0.505173	0.169497	1.49772	2.88441	1.63987	4.26471	9.53368	13.9218	13.8235	14.3057	11.7403	6.71458	7.44621	7.39222	11.1632	18.2631	22.4982	22.8628	22.9303	22.3544
14	48	2	0.283302	0.536577	1.4575	1.88231	2.43231	3.14542	3.91211	2.40332	2.14013	1.85315	2.1572	1.19307	1.08283	1.64108	1.44597	1.23251	2.10374	1.00685	35.1466	48.6842	125.126	141.655	171.09	207.784	241.352	160.21	155.251	0.503043	0.472349	0.366403	0.37044	0.574254	0.114465	0.316799	0.586427	0.225472	0.955045	3.27151	4.07641	5.62537	8.31976	10.289	13.603	12.5644	8.04152	5.69216	8.75905	12.9278	12.0486	15.5883	18.3403	23.304	21.1756	18.1643
15	48	2	0.35402	0.55915	1.77198	1.76902	2.44375	3.87205	3.19943	3.19187	2.1536	1.56343	2.1595	0.402503	0.817865	1.85898	1.68569	2.59321	1.33151	1.38166	43.6487	68.8778	160.204	150.698	170.073	239.142	197.923	217.724	151.974	0.443396	0.541442	0.0657334	0.271069	0.411747	0.258491	0.458308	0.362751	0.466981	0.79554	0.562582	0.596467	3.0065	9.87612	12.8979	14.2813	16.581	12.4244	4.43962	4.95024	10.8535	11.8141	18.3497	22.4863	22.2329	26.0404	22.4292
16	48	2	0.518317	0.768694	0.96379	2.08633	2.75729	3.59321	3.96401	3.66886	1.57328	1.49114	1.46398	2.83986	1.26849	1.53249	2.08341	0.570576	0.873659	2.96692	42.451	64.0787	88.4058	166.713	194.161	224.004	256.125	224.255	101.02	0.434875	0.489218	0.406269	0.274214	0.513694	0.358491	0.13451	0.173767	0.588679	4.53583	2.73193	4.50339	5.00146	8.24767	12.0036	13.9128	14.0843	10.9688	9.34741	8.01542	10.5604	13.8616	16.3661	20.8003	23.1319	24.7292	18.2225
18	48	2	0.34566	0.654699	1.42777	2.52915	2.79339	5.11708	3.81307	3.36956	1.51668	0.785218	2.03792	0.865418	1.11654	0.837233	0.0230625	1.7022	1.18007	2.71518	41.9405	70.1104	134.267	195.091	196.983	299.462	224.652	220.205	114.628	0.314973	0.463565	0.239197	0.349057	0.304321	0.00628931	0.317712	0.250456	0.375786	1.55598	1.98451	2.15494	4.53611	9.52192	14.7815	15.9526	14.2523	10.5203	5.54784	8.08906	10.4231	13.6901	18.7773	27.0133	25.52	26.0353	18.5973
19	48	2	0.349009	0.55574	1.259	1.71474	2.28545	2.74138	3.07831	2.82465	2.30785	2.29897	5.5377	1.76732	1.39782	4.80575	3.31513	3.09266	1.78246	0.31739	38.4284	47.5489	107.35	143.97	159.251	179.333	195.237	192.656	162.748	0.546866	0.783019	0.486001	0.457862	0.649726	0.582075	0.29154	0.417225	0.0628931	1.83359	5.19252	4.69501	4.36347	9.47971	11.8893	14.3853	12.5644	9.85678	5.65397	9.39609	12.7516	12.0758	16.0121	18.3985	21.6864	20.528	20.0766
21	48	2	0.388478	0.542965	0.896623	1.71032	2.46094	3.34029	4.18503	2.78415	2.2453	2.11058	3.8787	4.42958	2.8845	2.64842	1.39883	1.57855	1.64996	0.877103	44.6936	53.9092	76.1711	137.395	176.131	216.562	268.602	175.341	154.928	0.384967	0.570418	0.828667	0.672956	0.590688	0.259434	0.129641	0.296105	0.101258	-1.52097	2.7232	4.22592	5.27605	8.43644	13.1695	14.1489	13.1351	11.0675	3.22063	6.56739	9.29917	11.6982	16.1614	20.2088	23.676	20.824	20.354
24	48	2	0.393958	0.519157	1.14301	2.53964	2.76719	3.24663	3.9927	2.56343	1.97665	2.65999	1.06701	2.52986	0.815144	1.71424	1.89051	1.04737	1.48964	2.14656	34.3414	71.4077	113.497	206.836	205.817	213.663	245.16	178.302	143.823	0.43731	0.466307	0.574254	0.0738994	0.436092	0.555031	0.278758	0.299148	0.325786	3.84477	2.77292	2.71369	3.99788	9.35379	13.7488	15.8517	13.5595	12.9935	8.54948	8.95477	10.0355	13.8622	18.245	22.3811	25.9785	21.7536	23.1207
27	48	2	0.251831	0.709226	1.10646	2.23288	2.19441	3.00759	4.24953	3.21151	2.96231	1.55972	2.14163	1.74479	2.29578	4.22535	2.42489	1.13796	1.2738	0.354916	38.7152	79.9528	104.791	163.905	160.135	203.254	254.468	200.343	192.75	0.618381	0.309973	0.513694	0.516667	0.618381	0.41761	0.246805	0.306756	0.100629	-3.89772	1.53748	1.74272	6.03556	8.9551	11.4967	15.1349	12.49	11.6453	0.732758	7.9249	8.79241	14.5531	16.1259	19.1743	24.5435	21.7882	23.9709
29	48	2	0.499871	0.46339	1.08282	2.46066	3.19	2.63224	3.5032	3.19534	2.07454	1.35735	1.77551	1.57496	1.38617	1.71912	3.04171	3.1135	1.71966	2.12584	44.2809	49.4891	104.935	183.049	221.488	164.024	212.235	203.047	142.152	0.345405	0.704178	0.546865	0.410063	0.393183	0.616667	0.430919	0.158247	0.296855	-3.76926	2.11696	2.05034	7.53969	7.69891	12.6243	15.6505	14.5824	14.374	0.164528	5.62188	8.28688	16.0011	16.0581	18.8536	22.88	23.5743	22.8778
31	48	2	0.512686	0.784491	1.35781	1.62512	3.92996	4.10859	4.2468	3.55854	2.30564	0.687042	1.51223	1.40288	3.69397	0.635572	1.20771	2.663	0.951722	0.749884	53.9474	72.5113	113.18	133.176	258.369	251.044	250.811	218.99	160.104	0.290323	0.46058	0.455569	0.680503	0.211503	0.342138	0.304626	0.172855	0.170755	1.79005	2.73319	5.3834	5.21016	11.7136	12.9955	16.1194	14.7377	11.4633	7.08801	9.81081	14.4139	11.524	21.9539	22.0132	24.7915	24.1586	21.6442
38	48	2	0.570177	0.768921	1.46625	2.51216	2.99602	4.77205	4.4985	3.11061	2.56442	3.21982	2.47224	0.888489	0.592965	2.55546	0.631947	1.20956	1.86268	1.1687	40.51	70.969	135.577	191.934	204.353	279.089	251.453	189.267	171.373	0.516433	0.548796	0.300365	0.23522	0.492088	0.298742	0.16829	0.32532	0.0886792	3.35478	0.552855	1.74391	4.42676	8.54174	13.0954	14.0271	13.2025	7.95576	8.71683	5.02575	10.8721	15.563	16.4715	23.3015	24.2561	22.9156	19.7007
43	48	2	0.539793	0.835163	1.19016	1.88618	3.29512	3.96748	3.68345	3.52601	2.12928	2.51167	1.05557	4.46313	4.04285	2.21894	1.15147	3.51691	2.38373	1.20915	42.2044	75.5558	88.3461	149.828	214.259	248.906	220.469	209.764	156.127	0.773889	0.476078	0.728545	0.659748	0.399574	0.243082	0.465307	0.448265	0.30283	3.52129	2.18357	6.24279	5.45765	10.7402	12.1919	15.2268	14.8959	8.76423	8.0211	8.07402	12.5252	11.9133	19.7432	22.1087	24.4073	25.4267	18.8476
46	48	2	0.359494	0.821015	1.52959	2.30411	3.48015	4.17159	3.88014	2.96293	2.60559	4.87066	1.12268	1.58367	2.54834	1.24367	1.0006	2.47398	4.79401	0.808144	37.9044	92.5492	139.307	176.723	237.707	263.038	232.818	183.349	170.123	0.750761	0.329538	0.50213	0.544969	0.311016	0.172642	0.415399	0.677115	0.216667	2.62043	1.08412	2.3302	5.84005	8.55589	13.3212	14.3207	15.0436	11.4985	7.46838	8.82334	10.7394	14.1173	18.1924	23.4078	24.2513	23.8298	22.2694
49	48	2	0.481463	0.960569	1.47821	2.99459	3.18488	3.62132	3.85551	3.21056	2.5423	2.51016	2.91498	3.61634	0.399197	3.09996	3.10973	2.44558	2.30861	1.142	47.7218	81.8721	129.874	216.68	206.04	224.811	233.016	198.874	177.364	0.622337	0.633086	0.617468	0.172642	0.596166	0.660377	0.469872	0.434267	0.239308	4.60861	4.81641	3.00244	8.20974	11.3118	13.9792	14.1876	13.558	8.92453	8.74131	10.8596	11.5221	20.6759	18.4502	21.6312	22.2155	22.1136	20.1702
3	49	3	0.427872	0.854879	1.91414	2.21176	3.49509	4.13722	4.00103	3.85894	2.45605	3.81506	1.32584	0.149958	1.62249	0.797017	1.95182	2.15512	0.0479838	1.52948	47.0653	77.902	176.709	166.753	236.837	258.863	247.235	235.841	157.284	0.406658	0.278875	0.0518188	0.366312	0.210707	0.318085	0.269732	0.0305422	0.201064	1.94214	5.05428	4.29363	8.50272	8.76589	12.7695	13.9391	12.9337	14.3858	6.34054	11.1387	13.5734	16.95	17.7741	21.7777	22.9805	24.0219	24.4166
5	49	3	0.543268	0.636971	1.54784	2.3	3.2968	3.58736	3.9767	2.66374	1.89894	1.20558	1.3841	2.61814	2.36281	1.35784	2.81706	0.787091	4.05239	1.40753	58.7145	88.0151	124.856	174.75	225.309	227.923	256.449	168.998	134.637	0.118737	0.335486	0.406658	0.454255	0.321894	0.481206	0.191833	0.533288	0.390071	-3.80382	-3.23265	4.71416	6.77757	9.48417	12.934	13.7589	12.751	12.0136	0.66304	2.47057	10.6695	13.8865	16.9874	19.9868	23.1931	19.477	18.5427
6	49	3	0.325047	0.676956	1.29405	2.1081	3.03666	3.99326	4.55716	3.80638	2.19345	0.658725	2.56424	1.96513	2.2965	1.51114	1.2856	0.410934	1.0467	1.35703	49.395	65.2961	113.617	159.782	202.68	257.289	279.12	229.958	149.421	0.2186	0.468452	0.416266	0.316667	0.351064	0.235816	0.116678	0.12663	0.170922	-0.990722	3.28437	3.52038	5.81832	10.7668	12.4664	14.6635	13.5606	12.8228	2.85581	7.97478	8.77977	13.5692	19.1633	21.5411	25.5625	23.9983	22.1205
11	49	3	0.436	0.66761	1.14362	2.15919	2.47151	2.96097	4.09014	3.18375	1.6695	1.51991	1.24792	1.97446	1.43373	2.10119	1.79379	1.16649	0.851059	1.34502	34.5311	67.3973	88.1557	149.246	166.766	190.719	240.926	198.11	114.579	0.294784	0.507219	0.4849	0.266667	0.406658	0.331915	0.111531	0.286548	0.342908	3.40171	-0.13074	4.52288	5.8423	9.31381	11.3129	14.6005	13.6766	11.8576	7.92622	5.53055	9.86438	13.8628	17.3899	19.5244	25.2118	23.3004	20.29
12	49	3	0.376622	0.717276	1.23079	1.54075	3.0291	3.45489	3.64282	2.87901	2.46612	2.09118	4.20033	1.88637	1.80415	0.891032	2.69666	0.81547	2.76044	0.937619	37.3348	45.6092	92.5867	115.884	206.274	209.141	219.893	179.579	159.471	0.608442	0.732143	0.537749	0.642553	0.295127	0.443617	0.222032	0.509609	0.209574	2.18832	3.03721	2.17595	4.3431	9.36195	14.1118	13.3756	14.1429	11.8877	6.67407	7.51586	7.81211	11.0243	18.4893	22.2144	22.5894	22.6477	21.5979
14	49	3	0.3205	0.589869	1.56439	2.02923	2.51064	2.97718	3.8259	2.56838	2.19629	2.4302	2.41246	1.31291	1.12161	1.18943	1.39542	0.533801	1.68174	0.953932	30.8382	42.7852	124.801	128.1	158.57	183.629	227.705	161.678	149.211	0.46534	0.666544	0.388469	0.271631	0.536033	0.311702	0.184283	0.422787	0.267376	1.74608	3.82774	4.58126	5.95832	8.4017	10.0493	13.5937	12.4957	8.44598	5.69118	8.50233	13.0743	12.3031	15.6847	18.1641	23.5269	21.5772	18.4146
15	49	3	0.396296	0.616833	1.83575	1.82471	2.60172	3.90617	3.22382	3.19495	2.23363	1.10444	2.1092	0.200737	0.872868	2.43171	1.5209	2.37615	0.95434	1.93611	36.3816	60.5928	161.017	136.753	170.011	242.277	193.441	207.8	155.281	0.387783	0.515957	0.0645161	0.264894	0.468771	0.212057	0.440288	0.246054	0.4	1.14944	0.883055	1.37786	3.35145	9.62418	12.8571	14.1206	15.3213	12.1641	4.70562	5.42378	11.0531	12.4297	17.8206	22.2033	22.2682	25.7377	22.0134
16	49	3	0.63426	0.8787	1.05953	2.33532	2.75502	3.70556	3.8163	3.45993	1.64761	1.87442	1.75259	1.85253	1.07326	1.58635	1.2594	0.407063	0.946253	2.70417	37.38	69.2411	89.2381	176.567	189.046	230.845	238.738	205.217	101.917	0.458819	0.425152	0.349691	0.230142	0.354839	0.351064	0.0864791	0.128689	0.556738	4.9626	3.14075	4.68588	5.18244	7.94132	11.7421	12.7001	13.2198	10.7208	9.12598	8.56628	10.5527	13.9968	16.3171	20.9737	23.1754	24.4864	17.819
18	49	3	0.422746	0.721782	1.40203	2.98045	2.88283	5.35912	3.76224	3.8384	1.68567	0.625655	1.9892	0.923059	0.64273	0.512143	0.0187055	1.17628	0.57549	2.50108	38.7881	66.0312	127.607	216.85	198.871	301.167	222.008	228.397	120.981	0.258408	0.511372	0.251544	0.195035	0.208648	0.00070922	0.382636	0.186685	0.39078	2.13742	2.46102	2.38046	4.37477	9.49718	15.2628	16.0414	14.6505	10.6004	6.18863	8.00369	10.1524	14.1234	19.6133	27.6488	26.0283	26.5905	19.3354
19	49	3	0.386541	0.580355	1.157	1.77119	2.40619	2.60292	3.10427	2.75761	2.31844	2.3929	5.30532	1.67294	1.03901	3.07242	2.43778	3.02692	1.48902	0.526099	39.7206	46.9994	95.9577	140.414	159.8	159.011	188.545	184.687	162.496	0.455045	0.800912	0.519561	0.413475	0.638984	0.505674	0.417982	0.330474	0.106383	1.96461	5.40954	4.97519	4.34521	8.85346	11.7503	14.2405	12.5883	9.18797	5.75465	9.74706	12.3892	12.4966	15.9619	18.4982	22.0582	21.278	20.2321
21	49	3	0.416883	0.616308	0.988096	1.63834	2.42502	3.22429	3.90546	2.63541	2.27523	1.41437	4.08396	3.59492	2.46681	3.0682	1.13586	1.23067	1.42785	1.141	41.3489	49.3136	72.5792	116.894	165.804	203.68	242.055	160.2	154.29	0.423816	0.514438	0.798559	0.631915	0.481812	0.187589	0.131434	0.388469	0.229078	-1.43906	2.79148	4.33602	5.50921	8.71714	13.1092	14.1494	12.954	11.0678	3.06504	6.98155	9.94201	12.0688	16.4256	20.4063	23.537	21.1975	20.9251
24	49	3	0.629673	0.578765	1.21042	2.64861	2.79177	3.31901	3.88714	2.58612	2.01701	2.5038	0.89557	1.80704	0.338389	1.47718	2.08707	1.9693	1.39311	1.65519	32.0413	63.3757	119.385	199.426	194.162	215.461	235.722	169.751	141.22	0.465683	0.347264	0.468428	0.0985816	0.431366	0.503191	0.349348	0.25326	0.386525	4.31054	3.92407	2.93191	4.06534	9.2531	13.9526	15.3062	13.2414	12.6697	9.17135	9.0796	10.4648	13.9132	18.1054	22.2833	25.2987	22.0165	22.9425
27	49	3	0.348146	0.73449	1.19249	2.42935	2.25991	3.01782	4.27836	2.95494	2.93003	1.23966	1.92373	2.26682	2.31691	4.42411	1.80797	1.27142	1.14985	0.539228	41.2047	74.2312	108.452	163.029	152.544	194.57	247.006	187.789	189.92	0.458133	0.288754	0.480439	0.397872	0.597461	0.348936	0.223404	0.324297	0.0758865	-3.33873	0.664324	1.7784	6.29752	9.24454	11.6174	14.8322	12.0488	11.1048	1.7432	6.67419	8.88417	14.4348	16.1164	19.2271	24.2927	21.4417	23.3505
29	49	3	0.55873	0.586072	1.1637	2.68213	3.24528	2.98875	3.80541	3.16173	2.00877	0.886823	1.38689	1.46982	1.13075	1.36874	2.27137	2.78694	1.86429	0.94697	41.156	52.2155	96.9943	183.713	217.396	177.818	227.619	200.908	139.128	0.236788	0.669073	0.516129	0.47695	0.304049	0.486879	0.353809	0.170899	0.233333	-4.21825	1.98395	1.75527	7.15582	7.23565	12.4049	14.9442	13.6424	13.6493	0.0356461	6.21226	8.44086	16.3178	16.2388	19.1175	23.015	23.5289	22.2677
31	49	3	0.430982	0.780403	1.44189	1.70251	4.2204	4.33897	4.35052	3.62966	2.48666	0.88048	1.43638	1.78589	3.36109	0.689318	0.875449	2.0281	0.798649	0.839475	51.9293	74.4094	113.786	130.48	275.163	255.883	255.535	222.673	165.567	0.302677	0.403495	0.340082	0.670922	0.160604	0.209574	0.329101	0.110158	0.121277	1.50522	2.73664	5.53579	4.92357	11.5648	12.7739	15.9125	13.99	11.3741	6.80905	9.35183	14.3725	11.7379	21.7955	22.538	25.5542	24.7884	22.1702
38	49	3	0.568815	0.870669	1.60257	2.52488	2.99105	4.83306	4.48591	3.36335	2.77065	2.60893	2.03518	1.02193	0.486363	1.82517	0.443116	0.955775	1.09364	1.52741	37.466	81.2143	138.964	187.67	195.398	279.225	245.068	200.188	174.26	0.377831	0.468452	0.261153	0.253546	0.38641	0.0808511	0.163693	0.170556	0.0858156	3.48973	0.685743	2.34247	5.23459	8.39895	13.2373	14.1736	13.2575	8.68301	7.83768	5.45181	11.0588	15.5137	16.3531	23.6843	24.1782	23.7195	19.9368
43	49	3	0.463466	0.865456	1.30838	2.02975	3.39039	4.10813	3.65916	3.40891	2.1207	3.50767	1.70052	4.04011	3.11637	1.50084	0.639519	3.4106	2.48585	0.915003	37.3813	75.1954	92.6962	154.73	213.208	254.515	217.416	198.969	145.287	0.712766	0.49734	0.795813	0.530142	0.330474	0.152837	0.469801	0.499314	0.227305	3.53454	2.96775	6.58368	5.69487	11.0509	12.9933	15.4238	14.979	9.26635	7.66448	8.33102	12.0531	12.4646	19.9454	22.6006	24.0291	24.8234	18.9709
46	49	3	0.429759	0.953136	1.67262	2.50084	3.64238	4.25767	3.75176	2.97106	2.76741	4.27836	0.822386	1.25161	1.89634	1.1387	0.601333	1.15703	3.28936	0.502501	40.7159	93.288	142.28	185.595	240.098	260.942	224.133	177.665	169.699	0.735072	0.239912	0.409403	0.496454	0.293754	0.107447	0.289636	0.564173	0.208156	2.81616	1.67401	2.69618	5.97626	9.32629	13.532	14.2883	15.2155	11.6756	7.7269	8.79711	10.5482	14.7461	18.3161	23.6128	23.8997	23.9005	22.5158
49	49	3	0.634614	0.948816	1.64901	3.29674	3.48367	3.78462	4.03668	3.32029	2.6663	1.7451	2.882	2.53211	0.353209	2.46195	3.20128	2.41129	2.42384	0.861847	50.1006	76.673	133.265	226.938	216.175	225.061	236.644	200.893	175.026	0.69801	0.677052	0.54118	0.17766	0.623885	0.58156	0.491078	0.274537	0.233688	5.03812	5.44302	3.51845	8.60288	11.0319	13.9113	13.9428	13.5069	9.01223	9.33309	10.8342	11.5276	20.7682	18.2781	21.3905	21.9294	21.915	20.0532
3	50	3	0.184188	0.624355	1.57248	1.51605	2.49967	3.16982	3.2777	3.11155	2.27964	3.59921	3.44273	0.873435	4.32682	2.02828	3.62562	4.07142	1.57288	0.91572	34.62	87.5236	179.899	142.518	205.244	232.964	231.78	228.651	180.209	0.647012	0.371194	0.101005	0.472951	0.383659	0.50082	0.470915	0.25357	0.173224	-2.88798	-0.229556	-0.721357	5.04151	5.72773	10.6967	10.7862	10.3298	10.9467	1.71978	7.71947	10.5408	14.2606	14.1026	19.3263	20.3547	21.1786	22.7712
5	50	3	0.205903	0.355144	0.831512	1.47909	2.51511	2.46198	3.59348	2.24417	1.20356	1.85933	3.3254	5.70496	3.58298	2.95683	4.98595	3.09059	6.82861	2.75732	54.5504	74.4701	103.472	140.813	209.849	191.741	259.295	179.936	123.858	0.522475	0.52459	0.575093	0.489344	0.503966	0.635519	0.537282	0.702274	0.536885	-8.20884	-6.69034	-0.792374	3.40366	5.35794	10.2603	12.5446	9.75222	8.48588	-2.94615	-1.15103	6.36659	11.1982	14.2706	17.9289	22.0481	18.3986	16.6549
6	50	3	0.247547	0.490255	0.555926	1.71296	2.50431	3.53743	4.39547	2.94569	1.85751	0.32743	2.20675	6.67227	2.59918	2.34722	2.67575	1.15178	4.11244	2.28682	69.071	77.0913	76.4626	154.881	204.075	246.332	290.225	212.27	159.794	0.157324	0.340023	0.622951	0.442077	0.476467	0.459836	0.350344	0.33395	0.383607	-5.12424	-1.01027	-0.138038	3.40198	7.63989	11.1332	12.4992	10.7098	9.23469	-0.0115041	5.35026	5.55822	12.1444	17.0883	19.958	23.801	20.4353	18.5231
11	50	3	0.24179	0.406963	0.671552	1.51933	2.23609	2.18793	3.83093	2.62144	1.58153	2.81035	3.13858	2.54892	3.49286	3.32135	6.06472	2.41266	2.71	2.48168	52.788	77.2133	85.6847	150.978	190.218	179.686	262.406	199.321	152.823	0.356425	0.517564	0.523268	0.616667	0.419884	0.668852	0.425436	0.497356	0.595628	-2.87214	-5.10458	0.643084	2.57133	7.21085	8.70283	12.1629	11.4044	9.54326	2.89826	1.38028	7.10534	10.519	15.9646	16.1639	21.7971	20.2254	18.4671
12	50	3	0.268022	0.35926	0.636208	1.39194	2.4309	3.08884	3.7437	2.7897	2.32267	3.3798	7.04112	4.58876	5.65362	2.86692	3.5663	1.57605	2.75585	1.90196	41.4352	49.1146	89.841	138.927	205.735	227.096	259.411	204.263	196.928	0.471708	0.812354	0.500529	0.615847	0.350608	0.523224	0.378636	0.355632	0.155191	-2.21642	-2.55155	-3.39824	0.728404	6.01481	11.6341	11.5902	11.5579	9.02899	3.94685	2.37543	3.15549	8.32841	14.2436	19.973	21.4645	21.725	20.4911
14	50	3	0.248713	0.441449	1.02537	1.50466	2.36282	2.73791	3.52795	2.62744	1.51145	2.16659	5.14277	2.2643	3.00899	2.34729	4.39731	2.12353	2.23218	2.07045	48.4913	64.8443	126.151	149.19	198.505	212.685	256.292	202.954	162.345	0.392121	0.442906	0.433369	0.539071	0.532522	0.578415	0.363829	0.369117	0.289071	-2.5397	-0.0541389	0.0776033	2.19064	5.43637	8.89339	11.5389	10.0245	5.25783	2.32023	5.47665	9.43398	9.59329	14.1836	17.0833	20.3737	19.7559	14.9998
15	50	3	0.308313	0.454154	1.18958	1.6182	2.25797	3.08972	3.26767	2.93152	2.0231	2.31934	2.84803	0.861057	3.66621	2.99208	3.78933	6.89394	1.95117	3.20146	57.6645	80.7852	147.389	164.024	189.174	232.597	238.323	218.713	178.736	0.344791	0.300059	0.13908	0.42459	0.476996	0.42541	0.352988	0.426494	0.270219	-3.32807	-3.94962	-2.67563	-0.300294	7.40204	10.7353	12.2013	12.9467	8.90983	1.66278	1.41804	6.37625	8.20075	16.515	19.0956	20.6957	22.9622	19.9567
16	50	3	0.331646	0.468987	0.768213	1.59319	2.18364	3.03013	3.86145	3.3576	1.52208	2.32798	5.15458	2.40245	1.55614	3.04404	4.26121	1.76006	2.22129	5.98696	55.736	56.0198	97.5171	168.213	190.156	231.411	263.772	228.684	138.685	0.293496	0.492096	0.334215	0.331421	0.387626	0.47623	0.187996	0.287414	0.463661	0.234936	-0.378276	1.26394	1.87637	6.06279	8.91896	11.4103	11.6392	7.68869	5.82846	4.12169	8.47095	10.7157	14.2951	17.445	21.4025	22.3309	16.4683
18	50	3	0.356524	0.569981	1.33582	1.9049	3.03391	4.3875	3.3099	2.86865	1.40697	0.83474	2.95383	2.00807	1.98163	0.851093	1.0001	2.65348	3.40969	6.74204	60.9005	86.7332	162.934	185.197	243.762	297.132	232.958	221.279	148.927	0.260444	0.294517	0.156002	0.403825	0.246695	0.275956	0.426758	0.413802	0.428415	-2.38135	-1.39551	-1.31932	1.34946	7.39249	11.4707	13.2928	10.2184	7.4814	3.02855	5.45748	8.01987	10.9441	17.5023	23.1119	22.3976	21.0458	16.2828
19	50	3	0.167701	0.370346	0.952748	1.47303	1.76048	2.62764	3.42573	2.56273	1.94936	4.37165	7.14882	3.55651	3.98298	5.35501	3.96076	4.96408	3.81131	0.486338	41.9358	63.0315	109.984	143.187	165.505	209.411	251.99	207.482	184.444	0.459545	0.723068	0.45082	0.551366	0.710999	0.562842	0.42623	0.48202	0.120492	-1.90111	0.248497	1.98709	2.02504	6.2261	9.50025	11.7244	10.4548	7.41968	2.63158	6.39451	10.1725	10.1803	13.5813	16.9225	20.238	18.8567	16.9877
21	50	3	0.179438	0.323262	0.72948	1.47863	2.63194	2.96258	4.01876	2.72054	2.00545	4.90887	4.08791	5.51681	3.0822	2.9577	3.00044	1.27558	4.41207	1.74528	48.8664	63.2045	93.7582	155.214	207.595	228.257	276.862	210.178	179.248	0.629032	0.558255	0.50238	0.412842	0.327076	0.486066	0.143839	0.493654	0.179508	-4.92332	-0.85739	0.798204	1.3139	6.064	11.1799	11.721	10.2293	8.28878	0.489007	4.30543	7.4818	8.87846	15.6303	19.1959	22.2454	20.2042	18.4971
24	50	3	0.353927	0.448411	0.978477	2.46603	2.60615	2.69504	3.61274	2.52637	1.71067	3.15077	0.615449	3.28605	0.786334	2.31557	5.00547	2.56992	3.83434	4.24495	52.1937	90.2386	123.806	227.14	222.912	215.267	254.58	204.859	162.574	0.336594	0.0556206	0.326282	0.11612	0.341354	0.54071	0.346906	0.390534	0.248361	0.476813	-0.727647	-0.706706	2.13068	7.22938	11.8003	14.4905	12.1718	10.7981	5.26392	5.53565	6.15626	11.5175	16.3957	19.8056	23.8443	20.4043	19.8262
27	50	3	0.167809	0.446505	0.684775	2.00617	1.8455	2.69376	4.02652	3.30634	2.56138	3.47239	3.0826	5.12561	3.00054	5.68982	5.18631	1.64053	3.59943	0.36555	44.7251	73.6817	89.891	181.661	163.109	209.269	267.872	235.289	201.914	0.68165	0.381148	0.576679	0.438525	0.750661	0.643169	0.300635	0.209413	0.119126	-8.4217	-0.801873	-1.37483	2.96247	6.52636	9.29039	13.2186	10.9377	9.7398	-2.85499	5.11816	4.86497	12.0488	13.8159	18.104	23.7288	21.9934	21.7954
