"year_harvest"	"NUMD"	"ETP_1"	"ETP_10"	"ETP_11"	"ETP_12"	"ETP_2"	"ETP_3"	"ETP_4"	"ETP_5"	"ETP_6"	"ETP_9"	"PR_1"	"PR_10"	"PR_11"	"PR_12"	"PR_2"	"PR_3"	"PR_4"	"PR_5"	"PR_6"	"PR_9"	"RV_1"	"RV_10"	"RV_11"	"RV_12"	"RV_2"	"RV_3"	"RV_4"	"RV_5"	"RV_6"	"RV_9"	"SeqPR_1"	"SeqPR_10"	"SeqPR_11"	"SeqPR_12"	"SeqPR_2"	"SeqPR_3"	"SeqPR_4"	"SeqPR_5"	"SeqPR_6"	"SeqPR_9"	"Tn_1"	"Tn_10"	"Tn_11"	"Tn_12"	"Tn_2"	"Tn_3"	"Tn_4"	"Tn_5"	"Tn_6"	"Tn_9"	"Tn17.2_1"	"Tn17.2_10"	"Tn17.2_11"	"Tn17.2_12"	"Tn17.2_2"	"Tn17.2_3"	"Tn17.2_4"	"Tn17.2_5"	"Tn17.2_6"	"Tn17.2_9"	"Tx_1"	"Tx_10"	"Tx_11"	"Tx_12"	"Tx_2"	"Tx_3"	"Tx_4"	"Tx_5"	"Tx_6"	"Tx_9"	"Tx010_1"	"Tx010_10"	"Tx010_11"	"Tx010_12"	"Tx010_2"	"Tx010_3"	"Tx010_4"	"Tx010_5"	"Tx010_6"	"Tx010_9"	"Tx34_1"	"Tx34_10"	"Tx34_11"	"Tx34_12"	"Tx34_2"	"Tx34_3"	"Tx34_4"	"Tx34_5"	"Tx34_6"	"Tx34_9"	"Class"
"3478"	38	62	0.539623	1.23061	0.511118	0.282913	0.527568	1.33575	2.63305	2.91274	4.22222	1.74853	1.14728	1.7249	0.975879	1.8455	2.19703	0.634382	0.278144	1.61585	0.821417	3.13815	36.2306	85.4709	51.3106	32.3206	63.1571	134.209	210.775	213.789	270.806	132.157	0.261565	0.27907	0.271835	0.390348	0.541032	0.132533	0.128424	0.494624	0.203359	0.488889	0.297814	9.69717	3.51629	0.11428	-0.65546	0.456524	3.74263	7.79367	11.5835	9.51611	0	0	0	0	0	0	0	0	0	0	4.10307	17.6366	9.09365	4.13598	3.45493	8.65292	15.1656	15.5116	21.3883	17.5003	24.5504	0.0930233	18.8992	23.6434	20.6512	20.3101	5.60465	0.658915	0	0	0	0	0	0	0	0	0	0	0	0	0
"3479"	39	62	0.412129	0.986131	0.461915	0.313428	0.774877	1.70186	2.56676	3.1834	3.10374	2.18488	0.433133	2.04024	4.8597	1.58555	3.64596	0.587402	0.604881	2.64826	4.70189	0.69134	49.103	80.4068	45.0823	32.8384	69.4565	141.949	214.031	218.606	199.032	161.215	0.295574	0.514879	0.655814	0.485621	0.542359	0.256814	0.171318	0.436359	0.713178	0.158656	-3.20373	6.65648	3.4685	-1.00571	2.4396	3.9098	2.6143	9.20043	12.5028	7.84921	0	0	0	0	0	0	0	0	0	0	1.2716	14.3823	7.69435	2.94585	8.74128	12.6473	14.0181	17.743	19.8331	17.7405	17.938	1.13178	20.876	19.5116	14.938	5.35659	1.94574	1.17054	0	0	0	0	0	0	0	0	0	0	0	0	0
"3480"	40	62	0.441256	1.26662	0.469085	0.257867	0.841165	1.48041	1.70542	3.48767	3.49293	2.34574	2.30113	1.46022	3.56355	2.81295	0.365598	1.0582	4.80316	0.944739	1.82771	0.821411	48.1611	100.65	40.696	27.837	79.8887	128.556	135.787	234.501	227.927	158.828	0.489372	0.380845	0.690956	0.621655	0.19546	0.256064	0.722997	0.31933	0.474935	0.209044	1.38687	5.08201	4.78997	2.50856	-0.240586	2.95192	5.94272	10.3267	12.2053	8.84988	0	0	0	0	0	0	0	0	0	0	6.35403	14.7063	9.59251	6.3168	8.01037	11.3209	11.7441	19.466	21.0786	21.4741	21.2636	5.3876	16.2171	24.4264	14.1938	13.5814	10.969	0.193798	0	0	0	0	0	0	0	0	0	0	0	0	0
"3481"	41	62	0.394762	0.797148	0.36592	0.275646	0.602616	1.16618	2.14028	3.14081	3.62186	1.75752	2.29246	4.93491	1.51424	1.92793	2.33386	1.97751	2.86406	0.977265	2.27236	2.79621	41.5317	69.7523	47.7624	31.0774	71.592	109.768	167.979	218.707	238.116	125.321	0.565391	0.771193	0.64031	0.538635	0.548173	0.578145	0.635917	0.290323	0.534109	0.649096	2.03606	7.29431	0.0626266	1.98307	0.714314	3.59381	6.1152	10.7852	11.2064	11.3189	0	0	0	0	0	0	0	0	0	0	7.01577	12.9091	5.63927	6.01999	5.45957	11.0608	14.1338	19.5134	19.9746	18.9561	23.3798	5.62015	20.4496	25.031	25.6589	12.5271	5.39535	0	0	0.0465116	0	0	0	0	0	0	0	0	0	0	0
"3483"	43	62	0.401513	1.01686	0.444742	0.436929	0.72775	1.07816	1.91782	3.42287	3.69699	2.02203	2.95199	3.23789	3.80186	2.20992	1.81407	4.59852	4.01708	0.851134	1.72038	2.20037	39.3164	82.1758	39.8719	30.3696	74.2107	94.2849	156.804	226.043	242.156	140.344	0.697674	0.702426	0.71938	0.733433	0.536822	0.691423	0.695349	0.303076	0.379328	0.379328	1.94792	8.49867	5.45097	4.45758	1.69306	5.08288	4.8329	10.7948	10.6284	11.7284	0	0	0	0	0	0	0	0	0	0	6.1409	14.3818	9.92909	8.34552	7.26036	11.0548	11.4792	19.4116	20.1252	20.398	25.0775	0.372093	17.5426	17.7907	20.7985	10.3876	9.75194	0.147287	0	0	0	0	0	0	0	0	0	0	0.0310078	0	0
"3484"	44	62	0.351515	1.11276	0.423893	0.305338	0.820272	1.30729	2.51995	3.00594	4.02072	1.53558	1.24118	2.7011	2.82613	2.07177	4.3436	1.86361	0.882441	1.89635	1.1361	3.78579	39.7982	77.5313	48.1899	42.445	65.2847	119.342	189.676	207.115	253.764	116.84	0.500375	0.658165	0.506977	0.488122	0.627907	0.390848	0.320155	0.532883	0.245478	0.681654	1.0329	10.7348	2.36982	-0.621528	4.16237	3.17047	4.76614	9.34472	13.0706	8.99016	0	0	0	0	0	0	0	0	0	0	5.4562	17.7973	8.04232	4.43908	9.63253	12.1825	14.9315	17.2916	22.317	16.1947	21.031	0	22.6512	25.0155	15.4574	7.75194	1.9845	1.46512	0	0	0	0	0	0	0	0	0	0	0.0697674	0	0
"3485"	45	62	0.311191	0.962827	0.411721	0.264964	0.777916	1.65772	2.66371	3.07574	4.0537	2.22089	2.54958	3.05487	3.48556	2.67603	0.505433	1.01068	1.51808	2.61239	1.42369	0.843883	37.2031	76.777	38.9018	24.4661	89.8124	148.589	200.445	209.535	250.527	153.995	0.596899	0.48062	0.825065	0.692423	0.274086	0.154539	0.258398	0.522381	0.358915	0.338501	-1.1893	6.57254	5.74749	3.76818	-1.64044	2.98991	5.10784	10.1058	14.9791	9.11346	0	0	0	0	0	0	0	0	0	0	3.59358	15.0186	10.6709	6.94413	5.91064	14.2757	15.6796	18.23	24.431	19.6041	19.2868	1.00775	12.2636	20.845	19.6512	3.62016	7.77519	0.00775194	0	0.0775194	0	0	0	0	0	0	0	0	0	0	1
"3486"	46	62	0.268739	1.03079	0.452852	0.325032	0.69981	1.50754	2.27066	3.42799	3.77702	2.4152	3.54935	2.58473	1.34097	1.92775	0.843292	1.19309	1.47822	1.69372	1.70582	0.343967	28.0394	89.3986	36.9457	34.8492	75.4687	133.565	176.394	237.933	239.033	162.422	0.816454	0.488372	0.543928	0.534133	0.285485	0.43886	0.489147	0.290573	0.428682	0.234109	0.323517	4.74141	4.94101	1.83791	1.29884	1.98213	5.99076	7.83923	11.6138	8.88346	0	0	0	0	0	0	0	0	0	0	4.7439	12.401	10.2122	6.26076	7.18064	10.0977	14.1721	17.2577	20.9363	22.0781	25.4186	9.44961	13.6667	26.5504	21.6202	17.3101	5.17054	1.37209	0	0	0	0	0	0	0	0	0	0	0	0	0
"3487"	47	62	0.422403	1.07842	0.423012	0.288017	0.648304	1.31527	2.18205	3.49175	4.42381	2.42753	1.28604	2.23931	0.805479	2.03275	1.53223	0.85381	1.95351	2.03275	1.42988	0.494885	48.9399	81.9137	51.9414	33.2948	80.3767	115.477	168.186	236.684	272.605	152.777	0.523131	0.55964	0.525065	0.450363	0.579181	0.335834	0.574935	0.406852	0.359948	0.312661	1.21647	8.0793	4.03731	-0.241185	-1.19887	2.62294	5.98671	9.05153	12.9495	11.3574	0	0	0	0	0	0	0	0	0	0	5.62779	15.4763	8.56867	3.7036	3.87512	10.2986	14.4284	17.8726	23.4232	21.3037	21.8217	1.47287	21.0698	26.3256	21.2093	11.6047	4.15504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3490"	50	62	0.520123	1.35897	0.538258	0.405259	0.917229	1.4022	2.06086	3.77159	3.57028	2.28969	2.088	0.999029	1.45645	2.97262	2.26943	3.32928	2.78892	2.43928	2.31812	1.12702	46.3492	108.791	55.7164	44.73	91.1977	120.295	162.578	245.677	224.635	157.206	0.703676	0.378345	0.268734	0.444361	0.375301	0.703926	0.521189	0.43886	0.523773	0.352196	2.56789	6.15806	1.96922	0.387197	1.09327	2.87129	4.67454	11.301	12.4523	9.01227	0	0	0	0	0	0	0	0	0	0	7.21362	14.366	8.08968	5.53058	9.02329	8.98853	12.5625	20.2098	20.416	18.7169	24.5116	6.31783	19.9535	24.907	16.9845	17.9845	5.85271	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"3493"	53	62	0.33123	1.17232	0.344609	0.171397	0.489442	1.66002	2.62115	3.57142	3.14628	1.93291	2.40638	1.16129	2.97085	3.61961	1.207	0.712559	0.470632	0.960822	2.795	2.74146	37.3614	89.5038	26.8397	22.0178	50.9327	143.348	187.022	236.534	190.37	137.466	0.475119	0.365091	0.744703	0.584396	0.45072	0.181045	0.105426	0.106527	0.507752	0.44522	1.34748	6.32588	4.08279	-2.65759	1.68819	2.75604	7.00963	9.23249	12.445	9.48929	0	0	0	0	0	0	0	0	0	0	5.583	14.2741	7.9863	0.948849	7.01604	12.9885	19.2796	20.7794	21.5441	18.7254	20.5194	6.90698	16.5659	21.5504	22.8837	8.71318	0	0	0	0.0155039	0	0	0	0	0	0	0	0	0.465116	0	0
"3494"	54	62	0.360911	1.25335	0.485351	0.387803	0.509598	1.75305	1.65611	2.80772	2.3753	2.2865	1.99909	1.66071	0.486006	4.98676	0.604562	0.859014	2.81246	1.97203	3.58444	1.09953	31.4489	96.1751	42.5448	23.9324	72.4815	138.255	135.022	189.944	162.398	150.905	0.431108	0.436859	0.555297	0.909477	0.254477	0.32033	0.655814	0.47987	0.662791	0.403101	1.87619	7.23002	4.99059	3.55669	-3.5029	3.58834	4.39524	10.4045	11.9721	11.4869	0	0	0	0	0.00775194	0	0	0	0	0	6.68988	16.0299	10.6782	8.08639	3.11272	13.9744	12.5314	18.6213	19.3784	21.9179	23.0233	2.39535	13.9225	22.3023	14.9845	7.52713	4.28682	0.829457	0	0	0	0	0	0	0	0	0	0	0	0	0
"3496"	56	62	0.400344	0.830373	0.400501	0.483606	0.72928	1.57003	1.97632	2.62211	3.88274	1.80552	2.46932	3.60243	3.27787	2.02692	2.76129	0.59519	0.327798	2.15877	1.55471	2.38197	28.488	64.3796	29.9502	34.4398	53.8142	135.228	155.983	184.698	242.473	121.378	0.733183	0.71918	0.561499	0.499875	0.612126	0.264066	0.239793	0.545136	0.185271	0.54522	3.0226	9.51773	3.40798	1.57722	3.1739	2.28916	6.46632	8.87283	12.6912	10.6386	0	0	0	0	0	0	0	0	0	0	7.53252	15.9611	7.7288	6.99859	8.30973	12.4495	15.7634	17.0596	22.0303	19.2274	24.845	1.35659	21.5194	25.907	21.7597	9.76744	0.00775194	0.0155039	0	0	0	0	0	0	0	0	0	0	0	0	0
"3497"	57	62	0.321656	0.828598	0.422248	0.250373	0.529676	1.341	2.50449	2.45078	4.02366	2.12491	2.37955	3.51692	1.83941	2.60326	1.96054	1.4533	1.70591	1.39507	0.590107	0.665157	24.0311	65.9527	38.4268	16.505	57.1087	119.111	185.695	176.541	241.322	146.858	0.586647	0.64116	0.636951	0.699675	0.379291	0.456864	0.271059	0.419355	0.158915	0.228424	0.844173	9.6465	6.17679	2.15558	-0.0872098	1.9051	5.16604	8.31023	11.9947	10.9844	0	0	0	0	0	0	0	0	0	0	5.02907	16.5659	11.0642	5.89603	5.30334	10.2677	15.2718	17.2133	22.4687	21.1213	24.093	0.550388	9.47287	27.7442	26.5581	14.6899	5.31008	0.186047	0	0	0	0	0	0	0	0	0	0	0	0	0
"3498"	58	62	0.390606	0.803139	0.591927	0.443261	0.633192	0.961544	1.56824	2.2563	2.34827	1.79139	2.57268	1.50651	2.20904	0.954789	2.73001	2.34204	1.6529	4.56254	3.45986	3.43717	28.5128	69.0479	37.0712	32.4891	50.0126	87.7896	134.098	163.787	158.098	125.429	0.649412	0.493373	0.55814	0.492873	0.61962	0.420355	0.712403	0.453613	0.763566	0.442377	1.53498	7.0109	6.76151	5.29084	2.24749	1.93398	4.64469	9.53761	13.4895	9.62771	0	0	0	0	0	0	0	0	0	0	6.27586	13.4224	11.8716	10.5388	7.34	8.13987	12.4676	17.4811	20.116	17.586	23.7054	5.96124	8.96899	12.1008	21.0465	22.6512	8.04651	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"3501"	3	63	0.385632	0.741995	0.510799	0.28508	0.715277	1.61415	1.68426	3.10539	3.59285	1.56418	3.36747	5.04058	5.54757	3.91209	2.32031	0.235756	2.77479	0.832889	1.60516	3.65442	36.9696	72.501	45.0804	31.0239	74.0022	160.609	138.678	228.12	237.771	129.674	0.558756	0.809524	0.605159	0.506144	0.315051	0.0506912	0.520238	0.247312	0.3	0.50754	2.01262	8.12453	6.01402	1.41393	4.66222	2.94001	7.28193	7.6171	10.7109	9.25547	0	0	0	0	0	0	0	0	0	0	6.28562	14.2842	11.2321	5.6196	10.1746	13.0674	15.5417	17.0161	20.7869	18.4124	26.4524	0.166667	7.16667	25.2024	13.369	2.10714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"3502"	4	63	0.50336	0.942912	0.469692	0.428909	0.845776	1.17919	2.04587	2.75103	4.23136	1.99951	3.36563	3.62964	2.97919	3.27606	1.74226	3.22006	2.11297	1.58828	0.0540191	1.56493	41.9198	81.0978	48.5516	37.5469	80.2908	114.647	158.968	192.229	278.307	139.917	0.519585	0.550307	0.371825	0.462366	0.352466	0.266513	0.43254	0.428571	0.015873	0.200794	2.81063	8.35657	3.65731	2.03884	1.37337	0.356221	5.12913	7.35847	10.419	12.3474	0	0	0	0	0	0	0	0	0	0	7.13244	14.9938	8.4417	7.02186	6.73909	7.04357	12.3136	14.7142	20.7595	23.2022	19.3333	3.25	20.5476	15.4286	22.6548	25.6071	9.86905	0.0357143	0	0	0	0	0	0	0	0	0	0	0	0.261905	0
"3503"	5	63	0.423323	1.22524	0.382088	0.405242	0.530663	1.33548	1.8726	3.01335	2.99317	1.81056	1.3164	1.60056	4.50035	1.98898	1.79363	2.79206	2.55763	1.45278	2.32065	2.07763	57.9589	117.285	39.8937	45.1725	79.0548	110.163	149.526	211.43	192.285	137.825	0.0890937	0.225806	0.613889	0.46659	0.347789	0.455453	0.50119	0.352151	0.564683	0.364683	-5.08092	7.12288	3.8547	-1.14706	-4.13692	3.64555	5.44243	7.32661	12.0667	8.64817	0	0	0	0	0	0	0	0	0	0	-0.0982404	15.5566	8.39213	4.3902	1.55303	9.63622	12.5428	15.9749	19.0881	19.1018	16.8571	0.107143	21.619	23.2262	20.3452	16.3571	4.22619	0.0714286	0	0	0	0	0	0	0	0	0	0	0	0	1
"3504"	6	63	0.276005	0.971007	0.577201	0.328539	0.555251	1.16157	1.77039	2.6986	3.46565	1.82076	0.71883	1.58374	4.78306	0.462153	3.20514	2.82896	2.12966	2.10858	3.39035	2.36337	53.5848	91.0421	45.7633	45.2095	60.8968	98.269	140.442	187.9	229.927	136.572	0.191244	0.334485	0.625	0.272273	0.455255	0.417051	0.493651	0.310676	0.379365	0.484127	-1.18081	7.23578	6.58988	-1.141	2.72878	2.88314	5.13333	9.3478	11.0766	10.7024	0	0	0	0	0	0	0	0	0	0	3.05583	14.3053	11.4261	3.25977	7.35341	8.15699	12.7936	18.7268	20.0456	18.3313	23.6905	3.16667	7.09524	21.9286	22.4286	16.119	5.58333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3505"	7	63	0.387871	0.862843	0.516074	0.386168	0.775677	1.46707	1.92704	2.71023	3.48173	2.01688	3.78184	3.38961	1.02051	3.50558	0.294391	3.04827	1.71851	1.53953	1.57027	0.71646	38.069	86.9017	55.8292	40.3948	91.9398	119.144	153.876	187.451	227.238	145.259	0.604071	0.402458	0.352778	0.408986	0.0748299	0.505376	0.473016	0.355223	0.171032	0.166667	1.64448	5.75621	4.0884	0.473415	-0.886339	3.65303	4.76246	8.59664	10.9688	10.6713	0	0	0	0	0	0	0	0	0	0	6.25072	12.7569	8.85798	5.57604	4.59551	10.5377	12.7719	16.377	20.1371	21.5041	27.7619	8.4881	19.0238	22.7738	26.9762	11.9762	3.21429	0.0119048	0	0	0	0	0	0	0	0	0	0	0	0	0
"3506"	8	63	0.393217	0.890441	0.556448	0.521885	0.705566	1.43979	1.88903	3.00589	3.47688	1.58215	3.13137	0.94006	5.52353	4.83521	2.87518	1.07084	3.57535	1.94267	2.55679	4.08162	39.3807	108.646	46.4682	35.6763	54.556	133.93	140.147	212.18	224.021	120.539	0.601767	0.135945	0.691667	0.6947	0.604167	0.279954	0.697619	0.362135	0.415873	0.637698	0.738802	6.10976	3.51838	3.72434	5.95798	2.87253	7.03612	7.81418	12.14	8.75724	0	0	0	0	0	0	0	0	0	0	4.9502	15.6289	8.74992	8.54222	10.4532	10.2953	13.9026	16.4363	20.8506	16.6576	16.9643	1.36905	18.8095	21.0714	9.44048	13.1667	1.69048	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0
"3507"	9	63	0.402653	0.672566	0.387145	0.412128	0.747328	1.37511	2.2021	2.32419	3.72746	2.1474	1.37183	7.95452	3.78461	4.12136	2.768	1.67914	1.24453	3.60164	1.05702	1.70713	44.5091	61.3763	38.6168	27.1639	69.0489	123.102	176.36	170.621	249.882	166.949	0.319892	0.812596	0.611508	0.71467	0.46301	0.225038	0.311905	0.685868	0.181349	0.257143	1.92516	8.84148	2.61443	4.37793	2.93751	3.3449	4.30704	7.77225	10.6268	10.6004	0	0	0	0	0	0	0	0	0	0	6.20795	14.6414	7.66097	8.62159	8.239	10.6448	12.6905	15.5902	20.0091	20.6166	19.5119	4.27381	23.6548	21.8452	18.2381	9.95238	6.67857	2.38095	0	0	0	0	0	0	0	0	0	0	0	0	0
"3511"	13	63	0.361888	1.11217	0.530281	0.315852	0.644485	1.29555	2.2677	2.27178	2.99648	2.21723	3.16037	1.10259	3.35163	1.26187	1.5227	1.53221	1.61368	3.32685	1.94192	1.1097	41.7298	92.6861	44.7107	39.7308	75.7942	126.551	177.507	166.426	194.618	155.155	0.484639	0.256144	0.50754	0.433948	0.321003	0.346006	0.230556	0.61828	0.421032	0.325397	1.074	7.18016	5.71228	0.451411	1.19987	0.474683	5.21541	9.30668	10.8221	10.7545	0	0	0	0	0	0	0	0	0	0	6.03314	14.709	11.9905	4.70835	6.99286	7.67991	14.7711	17.4122	18.1537	21.034	23.2262	2.34524	8.07143	20.2024	25.5476	18	2.41667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3513"	15	63	0.355917	1.07673	0.418229	0.397317	0.557051	1.55386	1.68983	2.29818	3.96277	2.07453	1.32598	0.822662	3.53726	1.07225	2.12744	0.280224	1.61338	4.00269	1.07506	1.35175	42.437	99.3017	41.5209	39.9688	66.4712	157.683	141.271	162.357	258.646	157.292	0.400922	0.203917	0.490873	0.441628	0.495748	0.134025	0.395635	0.644777	0.194444	0.302381	1.12552	5.80786	4.00952	2.55124	1.17144	1.07696	3.3974	8.82711	11.6043	7.9997	0	0	0	0	0	0	0	0	0	0	5.37517	14.6429	9.9042	7.27237	5.63511	11.3172	11.9698	16.7564	21.6922	17.5924	28.881	1.67857	14.4643	18.7857	27.5595	9.5119	9.42857	0.047619	0	0	0	0	0	0	0	0	0	0	0	0	0
"3515"	17	63	0.45533	0.78252	0.467947	0.48371	0.681162	1.06053	2.09058	2.44846	3.95897	1.71175	2.99658	3.03066	5.60303	1.41467	0.961223	2.66227	1.7628	2.14677	0.882407	4.47408	38.9774	70.7522	38.1159	41.324	91.6049	97.3686	162.06	175.836	252.073	120.592	0.619816	0.709293	0.811905	0.438172	0.219813	0.604455	0.534127	0.423195	0.110317	0.531746	4.79125	5.21196	5.88286	5.2642	2.20794	2.64176	4.98979	7.81124	10.9935	9.82643	0	0	0	0	0	0	0	0	0	0	9.0872	11.1069	10.2251	9.90846	9.51928	8.28425	12.6455	14.932	20.7518	17.074	17.3929	8.77381	13.5833	17.1429	14.1071	23.1667	9.9881	1.4881	0	0	0	0	0	0	0	0	0	0	0	0	1
"3517"	19	63	0.380059	0.802104	0.343505	0.252002	0.589686	1.10594	1.9758	2.61042	2.60617	1.58726	2.32648	2.86558	3.26539	2.22027	4.82347	1.95933	1.39378	2.02161	1.39817	3.86118	47.6646	70.1946	43.5001	32.596	50.5421	103.843	165.037	183.078	172.481	119.832	0.630952	0.685868	0.555556	0.516897	0.782313	0.514209	0.425794	0.549155	0.612698	0.476587	1.44604	8.60036	3.72356	0.836551	4.75293	4.45386	3.90653	8.03527	10.6212	10.4159	0	0	0	0	0	0	0	0	0	0	5.63487	14.5327	8.94434	4.59463	9.14977	11.4964	12.2017	15.7407	17.4844	19.0996	25.4167	0.77381	20.3571	26.1667	15.369	8.0119	6.10714	0.22619	0	0	0	0	0	0	0	0	0	0	0	0	1
"3518"	20	63	0.405993	0.856246	0.527617	0.340116	0.562616	1.06734	1.62914	2.8262	2.92805	2.03895	3.61203	1.95977	3.40423	2.52126	3.8096	3.5558	1.79152	1.96632	1.82385	0.48138	40.0351	85.6005	48.3663	39.7663	46.5255	92.6957	136.842	200.87	199.31	158.018	0.577957	0.410138	0.557936	0.488095	0.66284	0.478495	0.55754	0.408602	0.440873	0.242857	1.30449	8.26991	4.52176	3.01579	2.06808	4.23532	4.11037	9.04389	10.6591	8.37821	0	0	0	0	0	0	0	0	0	0	5.90005	16.5419	9.95515	8.17188	6.61035	10.6435	10.8641	17.0371	18.314	19.5637	28.2381	0.333333	16	19.5476	17.7381	14.2381	10.8214	0	0.0357143	0	0	0	0	0	0	0	0	0	0	0	0
"3519"	21	63	0.302295	1.08146	0.458407	0.421814	0.503471	0.925823	1.59882	2.39663	3.23296	2.26888	1.86042	0.473771	0.708769	4.37406	3.86019	3.74326	2.02136	3.05439	1.65752	1.25956	46.8217	98.6629	67.9528	29.5299	59.5315	83.2491	131.43	181.268	214.422	168.827	0.44086	0.0798771	0.372619	0.613671	0.540816	0.801843	0.55873	0.52573	0.193254	0.215873	-2.71573	7.10643	2.77233	3.2653	1.36897	3.468	4.62472	7.3099	11.5326	9.32378	0	0	0	0	0	0	0	0	0	0	2.1301	16.2219	10.2507	7.45946	6.21877	9.01076	11.5924	15.8671	19.4908	19.9943	22.0476	0.178571	10.0833	12.869	21.631	20.9881	10.2738	3.34524	0	0.0833333	0	0	0	0	0	0	0	0	0	0	0
"3520"	22	63	0.309378	0.612105	0.444396	0.450345	0.575682	1.05442	2.09938	2.96128	2.86261	2.12765	2.4478	2.83983	1.92817	5.44258	2.58683	3.99879	0.173744	1.23726	3.3571	0.482542	43.2306	69.3445	57.1192	32.3563	57.1186	94.0218	170.319	216.059	185.885	162.202	0.478495	0.403994	0.536905	0.703533	0.456076	0.665899	0.084127	0.298003	0.638492	0.143254	-0.706351	8.91532	4.01498	4.37658	3.76953	2.87037	4.9256	7.08324	10.983	9.72838	0	0	0	0	0	0	0	0	0	0	3.57972	14.9103	9.74366	8.662	8.49409	8.65902	13.0487	16.3766	18.4399	19.9774	22.8214	2.46429	15.6667	13.6905	20.1429	20.2619	3.28571	0.416667	0	0	0	0	0	0	0	0	0	0	0	0	0
"3521"	23	63	0.477211	0.8809	0.508193	0.40641	0.625531	1.07669	1.97421	1.74194	3.0119	1.81569	2.38183	2.75298	2.64425	3.19025	2.03515	3.45055	0.881927	5.23684	0.9003	2.09192	48.109	87.5526	54.6558	39.6541	85.6867	83.0485	158.186	125.118	200.412	135.432	0.528034	0.435484	0.390079	0.571429	0.231718	0.715054	0.261508	0.865207	0.355952	0.178571	2.43414	6.42184	2.3362	1.8794	-0.256513	6.80128	5.72886	8.76634	10.8207	10.8852	0	0	0	0	0	0	0	0	0	0	7.08726	13.7778	7.52754	6.29474	5.31658	11.8369	13.158	14.9755	18.7706	19.5333	28.9405	1.39286	17.2143	24.2381	25.2976	9.86905	6.5	1.9881	0	0	0	0	0	0	0	0	0	0	0	0	1
"3522"	24	63	0.405343	0.771461	0.496365	0.389889	0.555686	1.25652	2.59504	2.70306	3.30908	1.71004	2.79379	4.00504	1.10027	4.26936	1.22489	2.12181	0.395471	1.60885	3.39892	3.9977	38.5954	61.4804	49.6885	27.4914	70.1093	120.82	209.221	196.403	214.461	133.057	0.544931	0.776882	0.311111	0.773426	0.457483	0.491935	0.0690476	0.349078	0.629365	0.517857	2.46909	7.66404	4.51246	2.5049	2.85989	2.68716	3.92262	8.48907	13.2964	11.1262	0	0	0	0	0	0	0	0	0	0	7.42185	13.6789	9.77102	6.88069	7.81721	10.3038	13.6526	17.4467	21.2892	19.6996	19.4286	3.66667	15.1786	27.4167	19.7619	14.5595	4.47619	1.09524	0	0	0	0	0	0	0	0	0	0	0	0	0
"3523"	25	63	0.417264	0.668422	0.502197	0.351513	0.698428	1.13076	1.39947	2.16714	3.38757	1.9647	1.91678	4.92876	3.23639	4.29543	2.34756	1.19067	3.90802	3.63513	1.43069	1.86191	43.9258	66.4777	43.2028	29.1235	81.3489	105.069	117.191	164.106	222.753	148.439	0.563364	0.619816	0.649206	0.689708	0.427296	0.400154	0.753175	0.678187	0.261905	0.438095	3.30994	7.81829	5.82537	3.10938	0.104528	3.28334	4.49728	7.77797	12.282	11.3754	0	0	0	0	0	0	0	0	0	0	8.13038	13.5787	10.2585	7.07341	4.84586	9.40595	11.1966	13.9722	20.5633	21.5926	22.3452	1.38095	9.96429	21.8929	21.8452	19.3214	10.6905	0.571429	0	0	0	0	0	0	0	0	0	0	0	0	1
"3525"	27	63	0.321591	0.819992	0.460608	0.253889	0.686972	1.21573	2.01447	2.37161	2.92222	1.74515	1.95482	2.97075	3.63701	2.68744	1.1882	3.15924	2.85686	1.86449	2.14925	3.31723	43.8286	69.5642	36.5016	28.845	79.9027	116.805	154.701	170.649	199.227	125.483	0.573349	0.602919	0.694444	0.590246	0.26318	0.581413	0.373016	0.420123	0.353968	0.591667	-3.33247	8.10203	6.58941	2.43665	0.342982	1.61491	5.58567	8.9371	10.7902	10.5479	0	0	0	0	0	0	0	0	0	0	2.53981	14.3559	11.4679	6.73043	6.05384	8.73914	13.2998	15.7055	18.3345	18.0476	17.6548	0.0595238	9.60714	26.8929	17.9524	21.3333	4.91667	1.27381	0	0	0	0	0	0	0	0	0	0	0	0	0
